project_id,product_name,source_candidate,priority,required_close_read_output,blocked_claim_type
red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-visible-chat-handoff-package,Russian-studies bibliography + reflexive meta-analysis session,(Contemporary Military Strategic and Security Issues) Lawrence J. Morris Military Justice A Guide to the Issues Praeger (2010),normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,Human Rights and War Through Civilian Eyes Thomas W Smith,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-001,Internal Operating Support Packet 001,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-001,Internal Operating Support Packet 001,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-001,Internal Operating Support Packet 001,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-002,Internal Operating Support Packet 002,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-002,Internal Operating Support Packet 002,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-002,Internal Operating Support Packet 002,Documents on the Rape of Nanking Timothy Brook,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-003,Internal Operating Support Packet 003,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-003,Internal Operating Support Packet 003,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-003,Internal Operating Support Packet 003,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-004,Internal Operating Support Packet 004,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-004,Internal Operating Support Packet 004,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-004,Internal Operating Support Packet 004,"God, Time, and Knowledge William Hasker",normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-005,Internal Operating Support Packet 005,043 Historical Documents Harvard Classics PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
mb-internal-operating-support-005,Internal Operating Support Packet 005,Documents on the Rape of Nanking Timothy Brook PDOC,normal,"verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized"
