project_id,product_name,prior_missing_role,candidate_source,source_assignment_status,why_it_matters,proof_component_to_strengthen,required_output,claim_risk_if_missing
mb-narrative-furnace-handoff-pack-2026-04-14,Narrative Furnace,counter-source or limitation,A Companion to Narrative Theory James Phelan et al,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Narrative Furnace,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-narrative-furnace-handoff-pack-2026-04-14,Narrative Furnace,evaluation standard,A Reader of Narrative and Critical Lenses on Intercultural Teaching and Learning Candace Schlein PDOC,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Narrative Furnace,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-narrative-furnace-handoff-pack-2026-04-14,Narrative Furnace,source-to-output bridge,A Companion to Narrative Theory James Phelan et al,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Narrative Furnace,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-nik-handoff-v1,72-month master plan + Russian-language 12-month CSV + SF-86 prep,close-read requirement,Encyclopedia of World History,route_pack_candidate,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.",Counterintelligence analytic-variable proof: 72-month master plan + Russian-language 12-month CSV + SF-86 prep,"close-read note, citation record, passage ledger, or blocked-claim release condition","project may look impressive but under-supported, over-general, or untestable on this role"
mb-nik-handoff-v1,72-month master plan + Russian-language 12-month CSV + SF-86 prep,counter-source or limitation,(Praeger Security International) Richard D. Fisher Jr. China's Military Modernization Building for Regional and Global Reach Praeger (2008) PDOC,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Counterintelligence analytic-variable proof: 72-month master plan + Russian-language 12-month CSV + SF-86 prep,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-nik-handoff-v1,72-month master plan + Russian-language 12-month CSV + SF-86 prep,evaluation standard,(Contemporary Military Strategic and Security Issues) Lawrence J. Morris Military Justice A Guide to the Issues Praeger (2010),repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Counterintelligence analytic-variable proof: 72-month master plan + Russian-language 12-month CSV + SF-86 prep,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-nik-handoff-v1,72-month master plan + Russian-language 12-month CSV + SF-86 prep,method authority,Principles of Microeconomics,route_pack_candidate,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.",Counterintelligence analytic-variable proof: 72-month master plan + Russian-language 12-month CSV + SF-86 prep,"method rule, stage design, instrument behavior, or analytic procedure","project may look impressive but under-supported, over-general, or untestable on this role"
mb-nik-handoff-v1,72-month master plan + Russian-language 12-month CSV + SF-86 prep,source-to-output bridge,(Contemporary Military Strategic and Security Issues) Lawrence J. Morris Military Justice A Guide to the Issues Praeger (2010) PDOC,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Counterintelligence analytic-variable proof: 72-month master plan + Russian-language 12-month CSV + SF-86 prep,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-redteamlab-packet1-proper-handoff-done,Most implementation-ready: .patch + full files + snapshot + SQL verification + validation,adversarial model,International Encyclopedia of Social & Behavioral Sciences,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Most implementation-ready: .patch + full files + snapshot + SQL verif...,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
mb-redteamlab-packet1-proper-handoff-done,Most implementation-ready: .patch + full files + snapshot + SQL verification + validation,counter-source or limitation,(Military Profiles) Dennis Showalter William J. Astore Hindenburg Icon of German Militarism Potomac Books Inc. (2005) PDOC,repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Most implementation-ready: .patch + full files + snapshot + SQL verif...,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-redteamlab-packet1-proper-handoff-done,Most implementation-ready: .patch + full files + snapshot + SQL verification + validation,evaluation standard,(Military Profiles) Dennis Showalter William J. Astore Hindenburg Icon of German Militarism Potomac Books Inc. (2005) PDOC,repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Most implementation-ready: .patch + full files + snapshot + SQL verif...,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-redteamlab-packet1-proper-handoff-done,Most implementation-ready: .patch + full files + snapshot + SQL verification + validation,source-to-output bridge,(Military Profiles) Dennis Showalter William J. Astore Hindenburg Icon of German Militarism Potomac Books Inc. (2005) PDOC,repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Most implementation-ready: .patch + full files + snapshot + SQL verif...,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-redteamlab-proper-handoff-package-2026-04-14,Earliest pack; high-standard 3-column delta map,adversarial model,Routledge Handbook of Forest Ecology,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Earliest pack; high-standard 3-column delta map,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
mb-redteamlab-proper-handoff-package-2026-04-14,Earliest pack; high-standard 3-column delta map,close-read requirement,On the History of Film Style,route_pack_candidate,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.",Packet promotion decision proof: Earliest pack; high-standard 3-column delta map,"close-read note, citation record, passage ledger, or blocked-claim release condition","project may look impressive but under-supported, over-general, or untestable on this role"
