execution_run_id,proof_capsule_id,project_id,product_name,proof_artifact,package_verification_result,next_strengthening_action,claim_allowed_now
PER-517E3D00686A,PC-B9CF42CA2235,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-283B3902C6B6,PC-A1A5EBE3CCA3,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-69D2969A8D49,PC-23B3960A9FCC,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-10943EFA4E7D,PC-ADCAE7871076,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-1E61121CC0E9,PC-8F9300F1301E,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-B923AA500452,PC-A720704A3213,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-7F072AD722B1,PC-D1DBEA0E8B12,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A0D2509C44B0,PC-5145BDD2DE55,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-67E5C29F26F1,PC-48FE44EB0DDA,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-BA67247E08B8,PC-82549203F453,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-96C742E31964,PC-23E67367D19E,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-545AA6D2CEB1,PC-79EA4FC6973C,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-10034799CC14,PC-DA16706BDD6C,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-C2D7CA684292,PC-CD7949847854,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-6242737C6B26,PC-B0D6822199AF,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A6730A19E250,PC-B56683737067,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F11F0C39EA59,PC-D327223AEB4D,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-981202AE5969,PC-8715802D4996,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-DEB2CC87DEAF,PC-8E286DEE5E38,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-1CB5908EEBE1,PC-B533B95BE2EF,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-1080C35F1F9C,PC-E3AF135247FB,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-56171ABE4731,PC-D798397253F4,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-E9D3A59F974B,PC-4774EAEA8214,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
