proof_capsule_id,project_id,product_name,component,capsule_stage,capture_requirement,evidence_to_capture,claim_blocked_until_capture,next_build_step
PC-B010EA75F5BE,critical-functions-observatory,Critical Functions Observatory - defensive UAS / critical-infrastructure research lab,Critical Functions Observatory - defensive UAS / critical-infrastructure research lab Proof Boundary,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-E82C2C7A9BF7,mb-muranoos-red-team-lab-handoff-package-2026-04-17,"Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""","Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore"" / WorkspaceTabs.tsx",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-C4E6394A6D1C,mb-muranoos-red-team-lab-handoff-package-2026-04-17,"Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""","Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore"" / RedTeamCanonView.tsx",instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-0F605233AB57,mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,Smallest doc-pack; paired .md + .rs/.ts draft patches Handoff Identity,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-FAF150A577B4,mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,Smallest doc-pack; paired .md + .rs/.ts draft patches Room Task Model,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-DE3DD7C17E8A,mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,Smallest doc-pack; paired .md + .rs/.ts draft patches Data Schema And Persistence Plan,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-A0E0107418E7,mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,Smallest doc-pack; paired .md + .rs/.ts draft patches Interface And Instrument Plane,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-7FEA05D8BF65,mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,Smallest doc-pack; paired .md + .rs/.ts draft patches Integration Path,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-E0E42AA25E42,mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,Smallest doc-pack; paired .md + .rs/.ts draft patches Proof Boundary,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-A68BD7EC9D97,mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,Smallest doc-pack; paired .md + .rs/.ts draft patches Next Build Test,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-879636AF9831,mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,Smallest doc-pack; paired .md + .rs/.ts draft patches / redTeamRuntime.ts,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-5454AA4F668E,mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,Smallest doc-pack; paired .md + .rs/.ts draft patches / RedTeamLabRoom.tsx,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-38D31A21738C,mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,Smallest doc-pack; paired .md + .rs/.ts draft patches / ACCEPTANCE_TEST.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-8BEC0EA69783,mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,Smallest doc-pack; paired .md + .rs/.ts draft patches / PROMPT_FOR_NEXT_CHAT.md,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
PC-EC665A42682B,mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,Smallest doc-pack; paired .md + .rs/.ts draft patches / phase2_draft.ts,instrumented proof capsule awaiting live capture,"Turn the instrumented path into a captured run: before state, action, after state, source-governed test, claim ceiling, and reviewer-visible artifact.",fixture | operation trace | output artifact | source role | acceptance result | falsifier check | claim ceiling,"Blocks claims of live execution, completed validation, or user-ready software.","Capture one reviewer-visible run: input, operation, output, source boundary, pass/fail result, and blocked claim."
