binding_id,project_id,product_name,assigned_source_candidate,bibliographic_status,bibliographic_note,required_action,claim_blocked_until_done
SB-AAA3367BA0F9,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-49B763FE7F51,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-88A62A0E5748,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-BFC6F1D19039,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-0AF74F9DA718,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-8EDC98D51A21,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-6997E3ED4E99,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-71012C7B1205,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-149A6F3FEBAC,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-04765610BAE8,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-9BC3FEBA6962,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-960566BE67BE,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-FA1BBE3206F8,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-5F7CB3F8E7BA,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-5BDF2E97E957,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,Documents on the Rape of Nanking Timothy Brook PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-20B266027A58,mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-B48B3CF0EB5E,mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
SB-40E05CB8983C,mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,043 Historical Documents Harvard Classics PDOC,needs bibliographic verification before public citation,title appears to include file-copy or extraction marker,"Verify author, title, edition, publication data, and passage/page before public citation.","quotation, page-specific citation, or strong literature-positioning claim"
