close_read_task_id,project_id,product_name,source_role,source_candidate,quote_candidate_id,current_depth_level,required_action,output_to_update,test_to_update,completion_evidence_required
CRT-7FF3CB3D10B2,row5,Defense Doctrine - defensive retrieval governance laboratory (claim-limit discipline),technical mechanism,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance Arpad Palfy,QCN-B5CB6240FF13,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule",retrieval replay test: clean and contaminated fixtures produce inspectable traces,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-3E9F5FDD1564,row5,Defense Doctrine - defensive retrieval governance laboratory (claim-limit discipline),adversarial model,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance PDOC,QCN-B5CB6240FF13,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario",retrieval replay test: clean and contaminated fixtures produce inspectable traces,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-0C4AD037F84E,row5,Defense Doctrine - defensive retrieval governance laboratory (claim-limit discipline),evaluation standard,The Oxford Handbook of Governance and Limited Statehood Thomas Risse et al,QCN-E1A46A33DCD8,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",claim ceiling test: public claims cannot exceed built evidence,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-06864F04972F,row5,Defense Doctrine - defensive retrieval governance laboratory (claim-limit discipline),counter-source or limitation,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance Arpad Palfy (2),QCN-4DA2A157587F,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",claim ceiling test: public claims cannot exceed built evidence,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-12108FE1DC61,row5,Defense Doctrine - defensive retrieval governance laboratory (claim-limit discipline),source-to-output bridge,Bridging the Gap between Collection and Analysis Intelligence Information Processing and Data Governance Arpad Palfy,QCN-B5CB6240FF13,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-9A05751BFF61,row5,Defense Doctrine - defensive retrieval governance laboratory (claim-limit discipline),close-read requirement,The Palgrave Handbook of Malicious Use of AI and Psychological Security,QCN-D0B6513DB4BA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-120D03C9A972,row6,Scholarly Retrieval System - cross-disciplinary research library with a twelve-stage analytical-governance plane,method authority,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,QCN-B24D46420432,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-A40B97854B47,row6,Scholarly Retrieval System - cross-disciplinary research library with a twelve-stage analytical-governance plane,technical mechanism,The Oxford Handbook of Ethics of AI,QCN-3D751D268BFB,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-52A605DD8898,row6,Scholarly Retrieval System - cross-disciplinary research library with a twelve-stage analytical-governance plane,adversarial model,Deception: Counterdeception and Counterintelligence,QCN-CABF10A5FAF2,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-BB5F87E380A4,row6,Scholarly Retrieval System - cross-disciplinary research library with a twelve-stage analytical-governance plane,evaluation standard,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,QCN-B24D46420432,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
